,Metric,Value
0,MSE,0.0020863497310629445
1,RMSE,0.04567657748849999
2,Bias,0.008018403753266538
3,KGE,0.9673154583477621
4,Mean Peak Error,0.21508398075643362
5,Peak Timing Error,254.0
