,Metric,Value
0,MSE,1.06677245314612
1,RMSE,1.0328467713780782
2,Bias,-0.28547080083571386
3,KGE,-0.20909911298721506
4,Mean Peak Error,0.8713407700750423
5,Peak Timing Error,206.8
