,Metric,Value
0,MSE,0.13747326227303816
1,RMSE,0.3707738694582429
2,Bias,-0.024743872506854545
3,KGE,0.8491252144113419
4,Mean Peak Error,0.4169139602718552
5,Peak Timing Error,338.0
