,Metric,Value
0,MSE,0.015297655256789784
1,RMSE,0.12368369034270357
2,Bias,-0.02518029091303017
3,KGE,0.9394783747979113
4,Mean Peak Error,0.2051808071006497
5,Peak Timing Error,315.6
