,Metric,Value
0,MSE,0.0026489833616629727
1,RMSE,0.0514682752932617
2,Bias,-0.0014895982908396841
3,KGE,0.9898189034220016
4,Mean Peak Error,0.1721527145246818
5,Peak Timing Error,306.2
