,Metric,Value
0,MSE,0.3674227310278298
1,RMSE,0.6061540489247184
2,Bias,-0.11242973224736448
3,KGE,0.6591411705460732
4,Mean Peak Error,1.3570692740812926
5,Peak Timing Error,265.8
