,Metric,Value
0,MSE,0.020564218140688
1,RMSE,0.1434022947539125
2,Bias,-0.008138234430632626
3,KGE,0.9564648258502375
4,Mean Peak Error,0.23497246025693022
5,Peak Timing Error,316.0
