,Metric,Value
0,MSE,0.06897317232819447
1,RMSE,0.26262744016609246
2,Bias,0.029619178386929193
3,KGE,0.920640848357831
4,Mean Peak Error,0.25135495184552276
5,Peak Timing Error,312.6
