,Metric,Value
0,MSE,0.013669389826745223
1,RMSE,0.11691616580586803
2,Bias,-0.005130075772801831
3,KGE,0.9849980270128855
4,Mean Peak Error,0.24470460979830824
5,Peak Timing Error,346.0
