,Metric,Value
0,MSE,0.007794932990853657
1,RMSE,0.08828891771255132
2,Bias,0.01002085149831614
3,KGE,0.9786227206065786
4,Mean Peak Error,0.19261701969222678
5,Peak Timing Error,176.25
