,Metric,Value
0,MSE,0.35284195931722045
1,RMSE,0.5940050162391058
2,Bias,-0.2597960161625651
3,KGE,0.22611571689664944
4,Mean Peak Error,0.8919167419623287
5,Peak Timing Error,351.4
