,Metric,Value
0,MSE,0.005765333647308646
1,RMSE,0.07592979420035752
2,Bias,0.004315656640102875
3,KGE,0.9868748140903817
4,Mean Peak Error,0.18844347266273154
5,Peak Timing Error,172.5
