,Metric,Value
0,MSE,0.007230140896016644
1,RMSE,0.08503023518735348
2,Bias,-0.025159050710467267
3,KGE,0.9360836731753311
4,Mean Peak Error,0.1740681584868058
5,Peak Timing Error,313.8
