,Metric,Value
0,MSE,0.3112854726804277
1,RMSE,0.5579296305811583
2,Bias,-0.0760690843644432
3,KGE,0.6977400408479304
4,Mean Peak Error,0.46223066885014064
5,Peak Timing Error,105.75
