,Metric,Value
0,MSE,0.02579133006539605
1,RMSE,0.16059679344680594
2,Bias,0.013860572926166591
3,KGE,0.9371144561760518
4,Mean Peak Error,0.24558856409015556
5,Peak Timing Error,323.6
