,Metric,Value
0,MSE,0.004001658692335407
1,RMSE,0.06325866495852886
2,Bias,-0.03723171436977116
3,KGE,0.928680278477678
4,Mean Peak Error,0.18246253542038046
5,Peak Timing Error,300.0
