,Metric,Value
0,MSE,0.007574627302232782
1,RMSE,0.0870323348085801
2,Bias,-0.012508323674726684
3,KGE,0.9717888902223674
4,Mean Peak Error,0.19295464275197638
5,Peak Timing Error,201.75
