,Metric,Value
0,MSE,0.007539985680763282
1,RMSE,0.0868330909317599
2,Bias,-0.002808239504917495
3,KGE,0.9898697534252168
4,Mean Peak Error,0.19782862631396902
5,Peak Timing Error,174.75
