,Metric,Value
0,MSE,0.18497998696308052
1,RMSE,0.4300929980400524
2,Bias,0.08045366975522393
3,KGE,0.8061840410927409
4,Mean Peak Error,0.9305492075319585
5,Peak Timing Error,417.8
