,Metric,Value
0,MSE,0.0036644212586799223
1,RMSE,0.060534463396316004
2,Bias,0.013745108034878105
3,KGE,0.9664175292865685
4,Mean Peak Error,0.16716807122900174
5,Peak Timing Error,129.5
