,Metric,Value
0,MSE,0.011448946592371993
1,RMSE,0.10699975043135378
2,Bias,-0.04849800596401552
3,KGE,0.8515621771684851
4,Mean Peak Error,0.19164795247630728
5,Peak Timing Error,176.5
