,Metric,Value
0,MSE,0.0070385751668825694
1,RMSE,0.08389621664224538
2,Bias,0.01600902445550638
3,KGE,0.9726809739485397
4,Mean Peak Error,0.17343835156383416
5,Peak Timing Error,301.2
