,Metric,Value
0,MSE,0.002229287442718991
1,RMSE,0.04721533058995766
2,Bias,-0.034718246016926205
3,KGE,0.9296822670394496
4,Mean Peak Error,0.1817662220391854
5,Peak Timing Error,300.4
