,Metric,Value
0,MSE,0.11011044983345854
1,RMSE,0.3318289466479055
2,Bias,-0.0849778580772412
3,KGE,0.7970582027379628
4,Mean Peak Error,0.36490270892725574
5,Peak Timing Error,264.75
