,Metric,Value
0,MSE,0.007083842032072419
1,RMSE,0.08416556321959962
2,Bias,-0.01755880030363865
3,KGE,0.9628086142201443
4,Mean Peak Error,0.18040099261891446
5,Peak Timing Error,306.6
