,Metric,Value
0,MSE,0.016167195523129882
1,RMSE,0.12715028715315543
2,Bias,-0.004580093316939148
3,KGE,0.96753101744928
4,Mean Peak Error,0.1770133654980217
5,Peak Timing Error,182.5
