,Metric,Value
0,MSE,0.011550530312427478
1,RMSE,0.10747339350940528
2,Bias,-0.0217337636466129
3,KGE,0.9114522964980569
4,Mean Peak Error,0.18460469311076855
5,Peak Timing Error,311.4
