,Metric,Value
0,MSE,0.07551950905018703
1,RMSE,0.2748081313392801
2,Bias,0.04599876069238526
3,KGE,0.9075662887519329
4,Mean Peak Error,0.19178044317853055
5,Peak Timing Error,329.8
