,Metric,Value
0,MSE,0.0077795520966666715
1,RMSE,0.08820176923773508
2,Bias,-0.010318020880306903
3,KGE,0.9433321833352324
4,Mean Peak Error,0.20016043079809798
5,Peak Timing Error,175.5
