,Metric,Value
0,MSE,0.33596151094480653
1,RMSE,0.579621868932502
2,Bias,-0.15568387258498315
3,KGE,0.5796716644715103
4,Mean Peak Error,0.29709689462082556
5,Peak Timing Error,122.0
