,Metric,Value
0,MSE,0.002831098946846074
1,RMSE,0.05320807219629437
2,Bias,0.010094237910773187
3,KGE,0.983290540351465
4,Mean Peak Error,0.19332526146065793
5,Peak Timing Error,303.6
