,Metric,Value
0,MSE,0.18394160301824294
1,RMSE,0.4288841370559687
2,Bias,-0.07563968050823516
3,KGE,0.6811888434737123
4,Mean Peak Error,0.49028432802610594
5,Peak Timing Error,357.2
