,Metric,Value
0,MSE,0.015555880902270483
1,RMSE,0.12472321717415119
2,Bias,-0.02954020444579251
3,KGE,0.923861583189029
4,Mean Peak Error,0.20766428230893216
5,Peak Timing Error,320.0
