,Metric,Value
0,MSE,0.014836371710043079
1,RMSE,0.12180464568333622
2,Bias,-0.09207567153488931
3,KGE,0.7985656112006323
4,Mean Peak Error,0.2010897401105205
5,Peak Timing Error,306.8
