,Metric,Value
0,MSE,0.26983864803059016
1,RMSE,0.5194599580627848
2,Bias,-0.16881822431623708
3,KGE,0.43304675309139185
4,Mean Peak Error,1.2068510585885148
5,Peak Timing Error,218.8
