,Metric,Value
0,MSE,0.6724160534331088
1,RMSE,0.8200097886202998
2,Bias,-0.3076652764473805
3,KGE,-0.2250701864148439
4,Mean Peak Error,0.6390035040943106
5,Peak Timing Error,345.8
