,Metric,Value
0,MSE,0.0018473691818890984
1,RMSE,0.04298103281552339
2,Bias,-0.012567602468852692
3,KGE,0.9734489829244878
4,Mean Peak Error,0.16153174898954475
5,Peak Timing Error,343.0
