,Metric,Value
0,MSE,0.27719432678696915
1,RMSE,0.5264924755273993
2,Bias,-0.0982249090250772
3,KGE,0.7404637871222122
4,Mean Peak Error,0.3182315989210177
5,Peak Timing Error,108.75
