,Metric,Value
0,MSE,0.02126877700112943
1,RMSE,0.14583818773260118
2,Bias,-0.05640372298905332
3,KGE,0.8724890342548589
4,Mean Peak Error,0.19934402437317766
5,Peak Timing Error,329.6
