,Metric,Value
0,MSE,0.01800114775330654
1,RMSE,0.13416835600582777
2,Bias,-0.03117244972847237
3,KGE,0.920805048848083
4,Mean Peak Error,0.1820030322420521
5,Peak Timing Error,164.2
