,Metric,Value
0,MSE,0.16238077074120646
1,RMSE,0.40296497458365593
2,Bias,-0.12288684723465186
3,KGE,0.5896095700216218
4,Mean Peak Error,0.5160371879612704
5,Peak Timing Error,332.8
