,Metric,Value
0,MSE,1.1076700698710875
1,RMSE,1.0524590585248852
2,Bias,-0.35678554203553275
3,KGE,-0.20718185599784955
4,Mean Peak Error,1.2644258713731915
5,Peak Timing Error,277.5
