,Metric,Value
0,MSE,0.06850443951996582
1,RMSE,0.2617335276955664
2,Bias,-0.09222300354125261
3,KGE,0.791442470966189
4,Mean Peak Error,0.18421489191965712
5,Peak Timing Error,210.25
