,Metric,Value
0,MSE,0.011132800021437093
1,RMSE,0.10551208471751988
2,Bias,0.022395643507028613
3,KGE,0.938800409724678
4,Mean Peak Error,0.17354457180884567
5,Peak Timing Error,164.2
