,Metric,Value
0,MSE,0.0037612068983260798
1,RMSE,0.061328679248179474
2,Bias,0.020066859743533085
3,KGE,0.9164895742035469
4,Mean Peak Error,0.11625895436479734
5,Peak Timing Error,38.5
