,Metric,Value
0,MSE,0.0698112358766296
1,RMSE,0.2642181596269068
2,Bias,-0.010233773326365277
3,KGE,0.8803751831346172
4,Mean Peak Error,0.4022592830155908
5,Peak Timing Error,238.5
