,Metric,Value
0,MSE,0.7841268106237272
1,RMSE,0.8855093509521665
2,Bias,-0.314876354124389
3,KGE,-0.38015225151334464
4,Mean Peak Error,0.6943546666646461
5,Peak Timing Error,311.8
